Id,Mid,BPM,,Ratio,MusicJson,Musician,Acceleration,AniID,BridgeAniID
90001,100440,155,0.5,310,Song Of The Stream,Firefly,,,
90002,100440,155,0.5,310,Song Of The Stream,,,,
90003,100440,155,0.5,310,Song Of The Stream,,,,
90101,100434,130,0.5,260,The Truth That You Leave,Pianoboy,,,
90102,100434,130,0.5,260,The Truth That You Leave,,,,
90103,100434,130,0.5,260,The Truth That You Leave,,,,
90201,100435,115,0.5,230,The Way To Get You,Sean,,,
90202,100435,115,0.5,230,The Way To Get You,,,,
90203,100435,115,0.5,230,The Way To Get You,,,,
90301,100427,120,0.5,240,Birthday Song,Adapted by Pi,,,
90302,100427,120,0.5,240,Birthday Song,,,,
90303,100427,120,0.5,240,Birthday Song,,,,
90401,100431,120,0.5,240,Pour Chopin,The Daydream,,,
90402,100431,120,0.5,240,Pour Chopin,,,,
90403,100431,120,0.5,240,Pour Chopin,,,,
90501,100426,82,0.5,164,Forest Of Blocks,Congfei Wei,,,
90502,100426,82,0.5,164,Forest Of Blocks,,,,
90503,100426,82,0.5,164,Forest Of Blocks,,,,
90601,190000,140,0.5,280,Manual of Youth,TFBOYS,,,
90602,190000,142,0.5,284,Manual of Youth,,,,
90603,190000,144,0.5,288,Manual of Youth,,,,
90701,100323,120,0.5,240,London Bridge Is Falling Down,English Folk Music,,,
90702,100323,128,0.5,256,London Bridge Is Falling Down,,,,
90703,100323,136,0.5,272,London Bridge Is Falling Down,,,,
90801,100320,120,0.5,240,Bella Ciao,Italian Folk Music,,,
90802,100320,128,0.5,256,Bella Ciao,,,,
90803,100320,136,0.5,272,Bella Ciao,,,,
90901,100182,60,0.25,240,Evening song of the Fisherman,Chinese Folk Music,,,
90902,100182,63,0.25,252,Evening song of the Fisherman,,,,
90903,100182,65,0.25,260,Evening song of the Fisherman,,,,
91001,100257,140,0.5,280,Voices Of Spring Waltz,Johann Strauss II,,,
91002,100257,148,0.5,296,Voices Of Spring Waltz,,,,
91003,100257,156,0.5,312,Voices Of Spring Waltz,,,,
91101,100413,100,0.5,200,Dayung Sampan,Indonesian Folk Song,,,
91102,100413,101,0.5,202,Dayung Sampan,,,,
91103,100413,102,0.5,204,Dayung Sampan,,,,
91201,100407,130,0.5,260,Waltz Op.64 No.2,Chopin,,,
91202,100407,134,0.5,268,Waltz Op.64 No.2,,,,
91203,100407,138,0.5,276,Waltz Op.64 No.2,,,,
91301,100398,95,0.25,380,Tico-Tico no Fuba,Zequinha de Abreu,,,
91302,100398,99,0.25,396,Tico-Tico no Fuba,,,,
91303,100398,103,0.25,412,Tico-Tico no Fuba,,,,
91401,100408,150,0.5,300,Turkey in the Straw,American Folk Music,,,
91402,100408,158,0.5,316,Turkey in the Straw,,,,
91403,100408,166,0.5,332,Turkey in the Straw,,,,
91501,100410,70,0.25,280,Sonata Pathetique Mvt.2,Beethoven,,,
91502,100410,74,0.25,296,Sonata Pathetique Mvt.2,,,,
91503,100410,78,0.25,312,Sonata Pathetique Mvt.2,,,,
91601,100397,60,0.25,240,Nessun Dorma,Giacomo Puccini,,,
91602,100397,65,0.25,260,Nessun Dorma,,,,
91603,100397,70,0.25,280,Nessun Dorma,,,,
91701,100403,122,0.5,244,Thief In The Night,Craig David,,,
91702,100403,122,0.5,244,Thief In The Night,,,,
91703,100403,122,0.5,244,Thief In The Night,,,,
91801,100399,130,0.5,260,March of the Dwarfs,Grieg,,,
91802,100399,138,0.5,276,March of the Dwarfs,,,,
91803,100399,146,0.5,292,March of the Dwarfs,,,,
91901,100400,95,0.25,380,Rondo Toccata Op.60 No.4,Kabalevsky,,,
91902,100400,97,0.25,388,Rondo Toccata Op.60 No.4,,,,
91903,100400,99,0.25,396,Rondo Toccata Op.60 No.4,,,,
92001,100401,170,0.5,340,Pavane Op.50,Faure,,,
92002,100401,178,0.5,356,Pavane Op.50,,,,
92003,100401,186,0.5,372,Pavane Op.50,,,,
92101,100402,150,0.5,300,Everything,Europa Huang,,,
92102,100402,154,0.5,308,Everything,,,,
92103,100402,158,0.5,316,Everything,,,,
92201,100390,150,0.5,300,L'Arlesienne Suite No.1 Prelude,Bizet,,,
92202,100390,155,0.5,310,L'Arlesienne Suite No.1 Prelude,,,,
92203,100390,160,0.5,320,L'Arlesienne Suite No.1 Prelude,,,,
92301,100392,330,1,330,Little Prince,Europa Huang,,,
92302,100392,346,1,346,Little Prince,,,,
92303,100392,362,1,362,Little Prince,,,,
92401,100374,130,0.5,260,To a Wild Rose Op.51 No.1,Edward MacDowell,,,
92402,100374,70,0.25,280,To a Wild Rose Op.51 No.1,,,,
92403,100374,74,0.25,296,To a Wild Rose Op.51 No.1,,,,
92501,100394,120,0.5,240,Narrate,Jin Shi,,,
92502,100394,124,0.5,248,Narrate,,,,
92503,100394,128,0.5,256,Narrate,,,,
92601,100376,120,0.5,240,Dark Side,Kelly Clarkson,,,
92602,100376,120,0.5,240,Dark Side,,,,
92603,100376,120,0.5,240,Dark Side,,,,
92701,100378,83,0.25,332,Feeling A Moment,Feeder,,,
92702,100378,83,0.25,332,Feeling A Moment,,,,
92703,100378,83,0.25,332,Feeling A Moment,,,,
92801,100377,72,0.25,288,Chances Are,Lee Ann Womack,,,
92802,100377,72,0.25,288,Chances Are,,,,
92803,100377,72,0.25,288,Chances Are,,,,
92901,100380,119,0.5,238,Mad World,Tears For Fears,,,
92902,100380,119,0.5,238,Mad World,,,,
92903,100380,119,0.5,238,Mad World,,,,
93001,100381,150,0.5,300,Mama Kin,Guns N'Roses,,,
93002,100381,150,0.5,300,Mama Kin,,,,
93003,100381,150,0.5,300,Mama Kin,,,,
93101,100386,57,0.25,228,Melody of the Night No.5,Jin Shi,,,
93102,100386,58,0.25,232,Melody of the Night No.5,,,,
93103,100386,59,0.25,236,Melody of the Night No.5,,,,
93201,100371,160,0.5,320,L'Arlesienne Suite No.1 Minuetto,Bizet,,,
93202,100371,168,0.5,336,L'Arlesienne Suite No.1 Minuetto,,,,
93203,100371,176,0.5,352,L'Arlesienne Suite No.1 Minuetto,,,,
93301,100373,150,0.5,300,This Old Man He Played One,English Folk Music,,,
93302,100373,158,0.5,316,This Old Man He Played One,,,,
93303,100373,166,0.5,332,This Old Man He Played One,,,,
93401,100363,300,1,300,The Muffin Man,English Folk Music,,,
93402,100363,316,1,316,The Muffin Man,,,,
93403,100363,160,0.5,320,The Muffin Man,,,,
93501,100356,140,0.5,280,Schon Rosmarin Op.55 No.4,Fritz Kreisler,,,
93502,100356,148,0.5,296,Schon Rosmarin Op.55 No.4,,,,
93503,100356,156,0.5,312,Schon Rosmarin Op.55 No.4,,,,
93601,100357,145,0.5,290,Riverside Bicycling,Wu Judy Chin - tai,,,
93602,100357,149,0.5,298,Riverside Bicycling,,,,
93603,100357,153,0.5,306,Riverside Bicycling,,,,
93701,100367,190,0.5,380,Garland Waltz,Tchaikovsky,,,
93702,100367,194,0.5,388,Garland Waltz,,,,
93703,100367,198,0.5,396,Garland Waltz,,,,
93801,100368,300,1,300,The Bear Went Over The Mountain,English Folk Music,,,
93802,100368,316,1,316,The Bear Went Over The Mountain,,,,
93803,100368,332,1,332,The Bear Went Over The Mountain,,,,
93901,100336,140,0.5,280,The Whisper Of West Wind,Zi Huang,,,
93902,100336,148,0.5,296,The Whisper Of West Wind,,,,
93903,100336,156,0.5,312,The Whisper Of West Wind,,,,
94001,100338,103,0.25,412,Sonata for Two Pianos K448,Mozart,,,
94002,100338,94,0.25,376,Sonata for Two Pianos K448,,,,
94003,100338,96,0.25,384,Sonata for Two Pianos K448,,,,
94101,100341,140,0.5,280,The More We Get Together,American Folk Music,,,
94102,100341,148,0.5,296,The More We Get Together,,,,
94103,100341,156,0.5,312,The More We Get Together,,,,
94201,100327,150,0.5,300,Bella Figlia Dell'Amore,Giuseppe Verdi,,,
94202,100327,158,0.5,316,Bella Figlia Dell'Amore,,,,
94203,100327,80,0.25,320,Bella Figlia Dell'Amore,,,,
94301,100329,180,0.5,360,Clair de Lune,Claude Debussy,,,
94302,100329,188,0.5,376,Clair de Lune,,,,
94303,100329,196,0.5,392,Clair de Lune,,,,
94401,100330,83,0.25,332,Csardas,Vittorio Monti,,,
94402,100330,78,0.25,312,Csardas,,,,
94403,100330,78,0.25,312,Csardas,,,,
94501,100332,160,0.5,320,Ten Little Indians,American Folk Music,,,
94502,100332,168,0.5,336,Ten Little Indians,,,,
94503,100332,176,0.5,352,Ten Little Indians,,,,
94601,100318,160,0.5,320,Spinner,Russian Folk Music,,,
94602,100318,168,0.5,336,Spinner,,,,
94603,100318,176,0.5,352,Spinner,,,,
94701,100321,100,0.25,400,Two Minute Rhapsody,David Lan Yiduo,,,
94702,100321,104,0.25,416,Two Minute Rhapsody,,,,
94703,100321,108,0.25,432,Two Minute Rhapsody,,,,
94801,100311,150,0.5,300,Old Black Joe,Stephen C. Foster,,,
94802,100311,158,0.5,316,Old Black Joe,,,,
94803,100311,166,0.5,332,Old Black Joe,,,,
94901,100312,130,0.5,260,Polonaise Op.40 No.1,Chopin,,,
94902,100312,138,0.5,276,Polonaise Op.40 No.1,,,,
94903,100312,146,0.5,292,Polonaise Op.40 No.1,,,,
95001,100313,250,1,250,Drei Intermezzi,Johannes Brahms,,,
95002,100313,266,1,266,Drei Intermezzi,,,,
95003,100313,282,1,282,Drei Intermezzi,,,,
95101,100300,170,0.5,340,The Holy City,Stephen Adams,,,
95102,100300,178,0.5,356,The Holy City,,,,
95103,100300,186,0.5,372,The Holy City,,,,
95201,100301,220,1,220,The day of resurrection,Gesangbuch Wurttemberg,,,
95202,100301,236,1,236,The day of resurrection,,,,
95203,100301,252,1,252,The day of resurrection,,,,
95301,100302,150,0.5,300,Jesus Christ is risen today,John Worgan,,,
95302,100302,158,0.5,316,Jesus Christ is risen today,,,,
95303,100302,166,0.5,332,Jesus Christ is risen today,,,,
95401,100303,250,1,250,Thine is the Glory,Handel,,,
95402,100303,266,1,266,Thine is the Glory,,,,
95403,100303,282,1,282,Thine is the Glory,,,,
95501,100304,120,0.5,240,When He cometh,George F.Root,,,
95502,100304,128,0.5,256,When He cometh,,,,
95503,100304,136,0.5,272,When He cometh,,,,
95601,100305,150,0.5,300,Thanks to god,August Ludvig Storm,,,
95602,100305,158,0.5,316,Thanks to god,,,,
95603,100305,166,0.5,332,Thanks to god,,,,
95701,100291,370,1,370,Singing I go,William J.Kirkpatrick,,,
95702,100291,386,1,386,Singing I go,,,,
95703,100291,402,1,402,Singing I go,,,,
95801,100292,180,0.5,360,Country Dances,Mozart,,,
95802,100292,188,0.5,376,Country Dances,,,,
95803,100292,196,0.5,392,Country Dances,,,,
95901,100293,190,0.5,380,La Styrienne,Friedrich Burgnlueller,,,
95902,100293,198,0.5,396,La Styrienne,,,,
95903,100293,206,0.5,412,La Styrienne,,,,
96001,100294,330,1,330,Cantata No.147,J.S. Bach,,,
96002,100294,346,1,346,Cantata No.147,,,,
96003,100294,362,1,362,Cantata No.147,,,,
96101,100295,170,0.5,340,Waltz Op.39 No.15,Johannes Brahms,,,
96102,100295,178,0.5,356,Waltz Op.39 No.15,,,,
96103,100295,186,0.5,372,Waltz Op.39 No.15,,,,
96201,100296,180,0.5,360,Sonata K570 Mvt.3,Mozart,,,
96202,100296,188,0.5,376,Sonata K570 Mvt.3,,,,
96203,100296,196,0.5,392,Sonata K570 Mvt.3,,,,
96301,100282,250,1,250,The Wayside Rose,Otto Fischer,,,
96302,100282,266,1,266,The Wayside Rose,,,,
96303,100282,282,1,282,The Wayside Rose,,,,
96401,100283,130,0.5,260,Minuet,Boccherini,,,
96402,100283,138,0.5,276,Minuet,,,,
96403,100283,146,0.5,292,Minuet,,,,
96501,100284,130,0.5,260,The Last Rose of Summer,Ireland Folk Music,,,
96502,100284,138,0.5,276,The Last Rose of Summer,,,,
96503,100284,146,0.5,292,The Last Rose of Summer,,,,
96601,100285,160,0.5,320,Sonata in B-flat Major Mvt.1,Mozart,,,
96602,100285,170,0.5,340,Sonata in B-flat Major Mvt.1,,,,
96603,100285,180,0.5,360,Sonata in B-flat Major Mvt.1,,,,
96701,100286,190,0.5,380,Partita No.6,J.S. Bach,,,
96702,100286,198,0.5,396,Partita No.6,,,,
96703,100286,206,0.5,412,Partita No.6,,,,
96801,100287,200,0.5,400,Hunter's Chorus,Weber,,,
96802,100287,208,0.5,416,Hunter's Chorus,,,,
96803,100287,216,0.5,432,Hunter's Chorus,,,,
96901,100270,200,1,200,Waltz of the Flowers,Tchaikovsky,,,
96902,100270,210,1,210,Waltz of the Flowers,,,,
96903,100270,220,1,220,Waltz of the Flowers,,,,
97001,100271,170,0.5,340,Deck the Halls,Ancient Welsh Music,,,
97002,100271,178,0.5,356,Deck the Halls,,,,
97003,100271,186,0.5,372,Deck the Halls,,,,
97101,100272,120,0.5,240,Nostalgia,E.German,,,
97102,100272,124,0.5,248,Nostalgia,,,,
97103,100272,128,0.5,256,Nostalgia,,,,
97201,100273,130,0.5,260,Aloha 'Oe,Liliuokalani,,,
97202,100273,134,0.5,268,Aloha 'Oe,,,,
97203,100273,138,0.5,276,Aloha 'Oe,,,,
97301,100274,160,0.5,320,Song of harvest,Danmark Folk Music,,,
97302,100274,168,0.5,336,Song of harvest,,,,
97303,100274,176,0.5,352,Song of harvest,,,,
97401,100275,180,0.5,360,Schmetterling,Gustav Merkel,,,
97402,100275,188,0.5,376,Schmetterling,,,,
97403,100275,196,0.5,392,Schmetterling,,,,
97501,100249,148,0.5,296,Happy Chinese New Year,Gexin Chen,,,
97502,100249,156,0.5,312,Happy Chinese New Year,,,,
97503,100249,164,0.5,328,Happy Chinese New Year,,,,
97601,100250,90,0.25,360,Chinese New Year Theme,Zhong Huang,,,
97602,100250,92,0.25,368,Chinese New Year Theme,,,,
97603,100250,94,0.25,376,Chinese New Year Theme,,,,
97701,100251,130,0.5,260,Golden Snake Dance,Er Nie,,,
97702,100251,134,0.5,268,Golden Snake Dance,,,,
97703,100251,138,0.5,276,Golden Snake Dance,,,,
97801,100255,150,0.5,300,Swan Lake,Tchaikovsky,,,
97802,100255,154,0.5,308,Swan Lake,,,,
97803,100255,158,0.5,316,Swan Lake,,,,
97901,100256,95,0.25,380,Original Rags,Scott Joplin,,,
97902,100256,97,0.25,388,Original Rags,,,,
97903,100256,100,0.25,400,Original Rags,,,,
98001,100258,150,0.5,300,Forest Polka,Karl Hans,,,
98002,100258,156,0.5,312,Forest Polka,,,,
98003,100258,162,0.5,324,Forest Polka,,,,
98101,100259,130,0.5,260,Angels we have heard on high,French Folk Music,,,
98102,100259,138,0.5,276,Angels we have heard on high,,,,
98103,100259,146,0.5,292,Angels we have heard on high,,,,
98201,100260,100,0.25,400,Brandenburg Concerto No.2,J.S. Bach,,,
98202,100260,102,0.25,408,Brandenburg Concerto No.2,,,,
98203,100260,104,0.25,416,Brandenburg Concerto No.2,,,,
98301,100243,150,0.5,300,The First Noel,English Folk Music,,,
98302,100243,156,0.5,312,The First Noel,,,,
98303,100243,162,0.5,324,The First Noel,,,,
98401,100244,140,0.5,280,Magic Flute Trio,Mozart,,,
98402,100244,144,0.5,288,Magic Flute Trio,,,,
98403,100244,148,0.5,296,Magic Flute Trio,,,,
98501,100245,120,0.5,240,Scottish Dances,Beethoven,,,
98502,100245,124,0.5,248,Scottish Dances,,,,
98503,100245,128,0.5,256,Scottish Dances,,,,
98601,100246,90,0.25,360,Peach Blossom,Chinese Folk Music,,,
98602,100246,94,0.25,376,Peach Blossom,,,,
98603,100246,98,0.25,392,Peach Blossom,,,,
98701,100247,140,0.5,280,Hark! The Herald Angels Sing,Mendelssohn,,,
98702,100247,148,0.5,296,Hark! The Herald Angels Sing,,,,
98703,100247,156,0.5,312,Hark! The Herald Angels Sing,,,,
98801,100248,85,0.25,340,Paganini Caprice No.9,Robert Schumann,,,
98802,100248,88,0.25,352,Paganini Caprice No.9,,,,
98803,100248,45,0.125,360,Paganini Caprice No.9,,,,
98901,100187,100,0.5,200,Jingle Bells Christmas Edition,Adapted by Congfei Wei,,,
98902,100187,105,0.5,210,Jingle Bells Christmas Edition,,,,
98903,100187,110,0.5,220,Jingle Bells Christmas Edition,,,,
99001,100188,115,0.5,230,We Wish You a Merry Christmas,British carol,,,
99002,100188,120,0.5,240,We Wish You a Merry Christmas,,,,
99003,100188,125,0.5,250,We Wish You a Merry Christmas,,,,
99101,100191,130,0.5,260,Joy to the World,Handel,,,
99102,100191,135,0.5,270,Joy to the World,,,,
99103,100191,145,0.5,290,Joy to the World,,,,
99201,100192,130,0.5,260,Dolly's Dreaming and Awakening,Oesten,,,
99202,100192,142,0.5,284,Dolly's Dreaming and Awakening,,,,
99203,100192,151,0.5,302,Dolly's Dreaming and Awakening,,,,
99301,100193,150,0.5,300,The Faithful Shepherd,Unknown,,,
99302,100193,158,0.5,316,The Faithful Shepherd,,,,
99303,100193,164,0.5,328,The Faithful Shepherd,,,,
99401,100194,150,0.5,300,Symphony No.8 in G Major Mvt.3,Antonin Dvorak,,,
99402,100194,158,0.5,316,Symphony No.8 in G Major Mvt.3,,,,
99403,100194,164,0.5,328,Symphony No.8 in G Major Mvt.3,,,,
99501,100234,110,0.25,440,Nutcracker Op.71,Tchaikovsky,,,
99502,100234,114,0.25,456,Nutcracker Op.71,,,,
99503,100234,118,0.25,472,Nutcracker Op.71,,,,
99601,100235,90,0.25,360,Little Star 12Var K265,Mozart,,,
99602,100235,93,0.25,372,Little Star 12Var K265,,,,
99603,100235,96,0.25,384,Little Star 12Var K265,,,,
99701,100236,90,0.25,360,Peacherine Rag,Scott Joplin,,,
99702,100236,93,0.25,372,Peacherine Rag,,,,
99703,100236,96,0.25,384,Peacherine Rag,,,,
99801,100237,300,1,300,Piano Sonata No.4 Op.7,Beethoven,,,
99802,100237,318,1,318,Piano Sonata No.4 Op.7,,,,
99803,100237,336,1,336,Piano Sonata No.4 Op.7,,,,
99901,100238,150,0.5,300,Magic Flute Op.9,Mozart,,,
99902,100238,153,0.5,306,Magic Flute Op.9,,,,
99903,100238,156,0.5,312,Magic Flute Op.9,,,,
100001,100239,90,0.5,180,Etude Op.299 No.6,Czerny,,,
100002,100239,94,0.5,188,Etude Op.299 No.6,,,,
100003,100239,98,0.5,196,Etude Op.299 No.6,,,,
100101,100225,78,0.25,312,Etude No.2,Franz Liszt,,,
100102,100225,81,0.25,324,Etude No.2,,,,
100103,100225,84,0.25,336,Etude No.2,,,,
100201,100226,89,0.5,178,La Ronde de Lutins,Bazzini,,,
100202,100226,97,0.5,194,La Ronde de Lutins,,,,
100203,100226,105,0.5,210,La Ronde de Lutins,,,,
100301,100227,130,0.5,260,Horseman,Kabalevsky,,,
100302,100227,138,0.5,276,Horseman,,,,
100303,100227,146,0.5,292,Horseman,,,,
100401,100228,240,1,240,Vals del Recuerdo,Ravel,,,
100402,100228,255,1,255,Vals del Recuerdo,,,,
100403,100228,270,1,270,Vals del Recuerdo,,,,
100501,100229,230,1,230,Prelude No.11 in B Major,Chopin,,,
100502,100229,250,1,250,Prelude No.11 in B Major,,,,
100503,100229,270,1,270,Prelude No.11 in B Major,,,,
100601,100230,130,0.5,260,Tempest Sonata Mov.3,Beethoven,,,
100602,100230,138,0.5,276,Tempest Sonata Mov.3,,,,
100603,100230,146,0.5,292,Tempest Sonata Mov.3,,,,
100701,100213,120,0.5,240,O sole mio,Eduardo di Capua,,,
100702,100213,128,0.5,256,O sole mio,,,,
100703,100213,136,0.5,272,O sole mio,,,,
100801,100214,100,0.5,200,Romeo and Juliet,Nino Rota,,,
100802,100214,108,0.5,216,Romeo and Juliet,,,,
100803,100214,116,0.5,232,Romeo and Juliet,,,,
100901,100215,150,0.5,300,Minuet K.1,Mozart,,,
100902,100215,155,0.5,310,Minuet K.1,,,,
100903,100215,160,0.5,320,Minuet K.1,,,,
101001,100216,90,0.25,360,Etude Op.599 No.55,Czerny,,,
101002,100216,94,0.25,376,Etude Op.599 No.55,,,,
101003,100216,98,0.25,392,Etude Op.599 No.55,,,,
101101,100217,80,0.25,320,Maple Leaf Rag,Scott Joplin,,,
101102,100217,88,0.25,352,Maple Leaf Rag,,,,
101103,100217,96,0.25,384,Maple Leaf Rag,,,,
101201,100218,85,0.25,340,The Ragtime Dance,Scott Joplin,,,
101202,100218,89,0.25,356,The Ragtime Dance,,,,
101203,100218,93,0.25,372,The Ragtime Dance,,,,
101301,100204,95,0.5,190,Arirang,Korean Folk Music,,,
101302,100204,105,0.5,210,Arirang,,,,
101303,100204,114,0.5,228,Arirang,,,,
101401,100205,120,0.5,240,Au clair de la lune,French Folk Music,,,
101402,100205,125,0.5,250,Au clair de la lune,,,,
101403,100205,130,0.5,260,Au clair de la lune,,,,
101501,100206,130,0.5,260,Graduation Song,Er Nie,,,
101502,100206,142,0.5,284,Graduation Song,,,,
101503,100206,151,0.5,302,Graduation Song,,,,
101601,100207,300,1,300,Etincelles Etude Op.36 No.6,Moszkowski,,,
101602,100207,158,0.5,316,Etincelles Etude Op.36 No.6,,,,
101603,100207,164,0.5,328,Etincelles Etude Op.36 No.6,,,,
101701,100208,130,0.5,260,The Tuileries Gardens,M.P. Mussorgsky,,,
101702,100208,142,0.5,284,The Tuileries Gardens,,,,
101703,100208,151,0.5,302,The Tuileries Gardens,,,,
101801,100209,320,1,320,Nel cor piu non mi sento,Beethoven,,,
101802,100209,168,0.5,336,Nel cor piu non mi sento,,,,
101803,100209,175,0.5,350,Nel cor piu non mi sento,,,,
101901,100195,120,0.5,240,Song of selling newspapers,Er Nie,,,
101902,100195,125,0.5,250,Song of selling newspapers,,,,
101903,100195,130,0.5,260,Song of selling newspapers,,,,
102001,100196,140,0.5,280,Sakura Sakura,Shimizu,,,
102002,100196,150,0.5,300,Sakura Sakura,,,,
102003,100196,157,0.5,314,Sakura Sakura,,,,
102101,100197,260,1,260,Lascia chio pianga,Handel,,,
102102,100197,270,1,270,Lascia chio pianga,,,,
102103,100197,280,1,280,Lascia chio pianga,,,,
102201,100198,130,0.5,260,Passacaglia,Handel,,,
102202,100198,135,0.5,270,Passacaglia,,,,
102203,100198,70,0.25,280,Passacaglia,,,,
102301,100199,75,0.25,300,Sonata in A Major Mvt.2,Handel,,,
102302,100199,79,0.25,316,Sonata in A Major Mvt.2,,,,
102303,100199,82,0.25,328,Sonata in A Major Mvt.2,,,,
102401,100200,90,0.25,360,Russian Dance,Tchaikovsky,,,
102402,100200,92,0.25,368,Russian Dance,,,,
102403,100200,95,0.25,380,Russian Dance,,,,
102501,100175,110,0.5,220,Torna a Surriento,Ernesto De Curtis,,,
102502,100175,115,0.5,230,Torna a Surriento,,,,
102503,100175,120,0.5,240,Torna a Surriento,,,,
102601,100177,135,0.5,270,Salut d' Amour,Edward Elgar,,,
102602,100177,146,0.5,292,Salut d' Amour,,,,
102603,100177,151,0.5,302,Salut d' Amour,,,,
102701,100183,150,0.5,300,Etude Op.100 No.2,Friedrich Burgnlueller,,,
102702,100183,158,0.5,316,Etude Op.100 No.2,,,,
102703,100183,164,0.5,328,Etude Op.100 No.2,,,,
102801,100181,230,1,230,Di Spagna sono la bella,Vincenzo di Chiara,,,
102802,100181,246,1,246,Di Spagna sono la bella,,,,
102803,100181,259,1,259,Di Spagna sono la bella,,,,
102901,100169,120,0.5,240,Spinning Song,Albert Ellmenreich,,,
102902,100169,139,0.5,278,Spinning Song,,,,
102903,100169,156,0.5,312,Spinning Song,,,,
103001,100170,90,0.25,360,Dance of Reed,Tchaikovsky,,,
103002,100170,92,0.25,368,Dance of Reed,,,,
103003,100170,95,0.25,380,Dance of Reed,,,,
103101,100171,240,1,240,Seguidilla,Bizet,,,
103102,100171,255,1,255,Seguidilla,,,,
103103,100171,270,1,270,Seguidilla,,,,
103201,100172,330,1,330,Tarantella,Friedrich Burgnlueller,,,
103202,100172,353,1,353,Tarantella,,,,
103203,100172,360,1,360,Tarantella,,,,
103301,100173,90,0.25,360,Norwegian Dance Op.35 No.2,Grieg,,,
103302,100173,92,0.25,368,Norwegian Dance Op.35 No.2,,,,
103303,100173,95,0.25,380,Norwegian Dance Op.35 No.2,,,,
103401,100174,120,0.5,240,Farewell of Slavianka,Vasily Agapkin,,,
103402,100174,125,0.5,250,Farewell of Slavianka,,,,
103403,100174,130,0.5,260,Farewell of Slavianka,,,,
103501,100161,107,0.5,214,Troika,Russian Folk Music,,,
103502,100161,116,0.5,232,Troika,,,,
103503,100161,124,0.5,248,Troika,,,,
103601,100162,70,0.25,280,Habanera,Bizet,,,
103602,100162,78,0.25,312,Habanera,,,,
103603,100162,85,0.25,340,Habanera,,,,
103701,100164,150,0.5,300,Vltava,Bedrich Smetana,,,
103702,100164,165,0.5,330,Vltava,,,,
103703,100164,177,0.5,354,Vltava,,,,
103801,100165,160,0.5,320,Valse Brillante Op.34 No.3,Chopin,,,
103802,100165,166,0.5,332,Valse Brillante Op.34 No.3,,,,
103803,100165,173,0.5,346,Valse Brillante Op.34 No.3,,,,
103901,100098,100,0.5,200,Red Berries in Blossom,Dunayevsky,,,
103902,100098,105,0.5,210,Red Berries in Blossom,,,,
103903,100098,110,0.5,220,Red Berries in Blossom,,,,
104001,100086,250,1,250,Three Bears,Korean Folk Music,,,
104002,100086,145,0.5,290,Three Bears,,,,
104003,100086,150,0.5,300,Three Bears,,,,
104101,100101,120,0.5,240,Marche Militaire,Schubert,,,
104102,100101,130,0.5,260,Marche Militaire,,,,
104103,100101,140,0.5,280,Marche Militaire,,,,
104201,100099,128,0.5,256,Flower and Youth,Chinese Folk Music,,,
104202,100099,138,0.5,276,Flower and Youth,,,,
104203,100099,145,0.5,290,Flower and Youth,,,,
104301,100097,120,0.5,240,Modlitwa Dziewicy,Tekla Badarzewska,,,
104302,100097,73,0.25,292,Modlitwa Dziewicy,,,,
104303,100097,80,0.25,320,Modlitwa Dziewicy,,,,
104401,100091,80,0.25,320,Hungarian Rhapsody No.2,Franz Liszt,,,
104402,100091,173,0.5,346,Hungarian Rhapsody No.2,,,,
104403,100091,91,0.25,364,Hungarian Rhapsody No.2,,,,
104501,100093,100,0.25,400,Sonata in G Major K283,Mozart,,,
104502,100093,103,0.25,412,Sonata in G Major K283,,,,
104503,100093,105,0.25,420,Sonata in G Major K283,,,,
104601,100075,180,0.5,360,The Seasons Op.37,Tchaikovsky,,,
104602,100075,185,0.5,370,The Seasons Op.37,,,,
104603,100075,189,0.5,378,The Seasons Op.37,,,,
104701,100077,105,0.5,210,Paganini Rhapsody Var.18,Rachmaninoff,,,
104702,100077,110,0.5,220,Paganini Rhapsody Var.18,,,,
104703,100077,115,0.5,230,Paganini Rhapsody Var.18,,,,
104801,100094,190,0.5,380,Peer Gynt Suite Op.46-4,Grieg,,,
104802,100094,195,0.5,390,Peer Gynt Suite Op.46-4,,,,
104803,100094,200,0.5,400,Peer Gynt Suite Op.46-4,,,,
104901,100100,180,0.5,360,Le Nozze di Figaro,Mozart,,,
104902,100100,185,0.5,370,Le Nozze di Figaro,,,,
104903,100100,189,0.5,378,Le Nozze di Figaro,,,,
105001,100095,90,0.25,360,Papillon,Grieg,,,
105002,100095,92,0.25,368,Papillon,,,,
105003,100095,95,0.25,380,Papillon,,,,
105101,100092,90,0.25,360,Etude Op.10 No.12,Chopin,,,
105102,100092,92,0.25,368,Etude Op.10 No.12,,,,
105103,100092,95,0.25,380,Etude Op.10 No.12,,,,
105201,100076,160,0.5,320,New World Symphony Mvt.4,Antonin Dvorak,,,
105202,100076,173,0.5,346,New World Symphony Mvt.4,,,,
105203,100076,182,0.5,364,New World Symphony Mvt.4,,,,
105301,100078,100,0.25,400,Nocturne Op.9 No.1,Chopin,,,
105302,100078,103,0.25,412,Nocturne Op.9 No.1,,,,
105303,100078,105,0.25,420,Nocturne Op.9 No.1,,,,
105401,100079,113,0.25,452,Sonata Pathetique Mvt.3,Beethoven,,,
